timestep,value
110,16.14193340471371
111,12.053318940907559
112,10.361633264332852
113,10.012268983632168
114,16.12890144518002
115,23.276583158284268
116,25.232421600133023
117,24.929171406537137
118,22.83950182130917
119,28.677945100575528
120,30.896934472828946
121,32.28587099245175
122,41.62046238115414
123,45.59078403642758
124,36.33238121202572
125,24.11164897015675
126,19.7132682435809
127,19.514275514393887
128,16.031158410817227
129,14.294362985402188
130,15.586559259205899
131,27.217833005696377
132,26.64165779283627
133,26.065482460766873
134,36.53287693193539
135,39.176918947011075
136,28.85488315752133
137,27.513564788609585
138,31.580625974446377
139,31.623231851368985
140,31.37211033037289
141,30.16011186769589
142,27.701028548985562
143,33.36403747728451
144,35.332908593922696
145,37.81404682329281
146,38.59397598436459
147,37.39801689317807
148,37.32182880571469
149,37.4005241029559
150,35.21511741808041
151,31.387648546010098
152,31.780119382649502
153,33.36103054216488
154,33.00464912584408
155,32.55453582933529
156,33.88833519151791
157,34.745455705433926
158,35.602575265675625
159,32.16406913927182
160,31.01873584917172
161,29.57165619066342
162,28.083474599629483
163,30.094950639515957
164,32.21319099596127
165,33.83971401384457
166,36.59252449205502
167,38.46565815141781
168,39.936297380238614
169,40.73326870134457
170,41.22247692278012
171,42.4194392793475
172,41.685121499806485
173,35.64367767503842
174,23.223952852994046
175,21.71020814111813
176,25.186307513028225
177,24.58030835992082
178,22.713189327031216
179,25.391314648896298
180,25.453468405514798
181,23.576324664860806
182,19.719784223347745
183,15.863244020253262
184,16.32187839677914
185,28.873428785115323
186,36.655179940968594
187,41.006444894581875
188,42.02095409563168
189,42.93321033647641
190,44.80985256364926
191,45.19129749467953
192,46.609804116993985
193,45.52211567094906
194,46.77270885637387
195,47.56717296770199
196,46.369211160451016
197,44.220895730763516
198,40.984390222340664
199,41.54377361467465
200,42.41142078569516
201,39.740812265187344
202,36.97447010210141
203,37.45616146257504
204,33.23421665361508
205,32.31143423250302
206,32.972068750172696
207,30.315245591908536
208,27.658423148900113
209,33.72743698289975
210,40.48264785936459
211,43.441469156056485
212,46.047914468556485
213,45.84741970232113
214,46.857418023854336
215,49.039316140919766
216,50.1916675203143
217,49.04533191850766
218,48.197233163624844
219,46.41732975175961
220,42.70564647844418
221,31.31146045854672
222,20.460115873128018
223,17.02612110307797
224,14.606635057240567
225,14.86928459337338
226,13.738988839894375
227,12.048808061390957
228,10.540074312001309
229,9.616791688710293
230,6.742179834157071
231,4.44850536516293
232,7.784757577687344
233,11.121011697560391
234,18.37796493700131
235,33.472305261403164
236,44.9176196687518
237,36.71282287767514
238,37.18950077226742
239,41.70466991594418
240,49.793682061940274
241,52.66879459550961
242,53.13143917253598
243,54.20810314348324
244,56.95991321733578
245,55.67623516252621
246,45.39530178239926
247,27.604790412694058
248,20.050101243764004
249,18.225587808400235
250,17.651668035298428
251,14.61315151384457
252,15.99907966783627
253,15.894822084218106
254,13.53347965410336
255,9.29800316026791
256,8.856409036427578
257,25.807845079213223
258,39.476158105641446
259,42.4104175203143
260,43.43745800188168
261,47.26592823198422
262,50.624736749440274
263,55.074748956471524
264,59.25508686235531
265,63.19634052446469
266,62.79534717729672
267,58.36538883379086
268,58.81800647905453
269,55.73237224748715
270,38.24661632707699
271,24.83443703582867
272,21.176387750416836
273,17.518338166981778
274,19.530315362721524
275,21.57737966707333
276,24.198864751368603
277,23.27357574632748
278,23.948244714051327
279,21.45307203462704
280,21.327260934620938
281,30.102469407826504
282,36.20155712297543
283,35.99254032304867
284,40.55131717851742
285,49.40321727922543
286,58.15837284257992
287,60.48412891557797
288,61.18636509111508
289,62.61089130571469
290,62.34422870805844
291,61.96128269365414
292,57.585458719044766
293,48.12154575517758
294,27.136131250172696
295,26.195804797917447
296,22.531239234715542
297,24.892330252438626
298,27.25342127016171
299,25.14520581892117
300,24.737196483522496
301,25.184803747445187
302,20.384428464680752
303,15.247220002919278
304,6.830898248463711
305,15.506862603932461
306,22.982355200558743
307,45.11310192278012
308,54.21562191179379
309,55.00056263139828
310,57.10777851274594
311,60.5317439668475
312,61.55227085283383
313,63.431920968800625
314,64.75118442705258
315,66.09149738481625
316,65.6504077546893
317,52.13647838762387
318,34.32792183092221
319,33.644732438832364
320,34.44471069505795
321,35.09882923296078
322,33.661272966176114
323,32.223717176228604
324,30.52150627306088
325,27.844884359150967
326,22.329740964680752
327,14.747984849721036
328,6.33767887285336
329,12.406692468434414
330,28.798243009358487
331,40.22250362566098
332,52.501378976613125
333,62.13972278764828
334,63.76073261430844
335,66.04237934282406
336,68.74656864336117
337,69.09392734697445
338,67.85135456255063
339,69.03277774980648
340,70.77358432939633
341,63.91411396196469
342,42.02696796587094
343,38.064166032582364
344,38.312278711110196
345,28.041370593815884
346,33.26579567125424
347,34.01414676836117
348,34.762497865468106
349,34.25223537614926
350,28.225325547963223
351,24.71564314594849
352,22.722211682110867
353,35.75545402696713
354,40.558335267811856
355,50.2668513887225
356,58.78141590288266
357,62.82943149736508
358,57.2506274812518
359,66.38422580888852
360,66.87493702104672
361,64.46748157671078
362,64.07902332475766
363,69.1490649812518
364,72.330938302785
365,63.55772968462094
366,62.15977283647641
367,51.03375049760922
368,43.35775943925961
369,38.467162095814786
370,36.11584564378842
371,32.88084217241391
372,32.002419435292325
373,31.123996221333584
374,30.325520955830655
375,24.51865584483727
376,24.00488486221417
377,25.367756389885983
378,26.61434026887997
379,27.302542888432583
380,27.24890991380795
381,26.990771495610318
382,28.646868192463955
383,32.70340343645199
384,37.35591312578305
385,37.23561569383725
386,39.39345451524838
387,39.81850525072201
388,36.93186374834164
389,34.525912248402676
390,40.55382534196957
391,37.69074150255307
392,35.092815362721524
393,34.02216621568783
394,32.4893741243182
395,35.46724029710873
396,33.177075349598965
397,24.96425818732365
398,16.75144096544369
399,11.859338723927578
400,12.090410196095547
401,28.102521859913907
402,33.07231613329037
403,33.58207698991879
404,36.281254731923184
405,37.30077644518002
406,39.673145257741055
407,44.76473995378598
408,48.3170280092059
409,51.260812722951016
410,52.165048562794766
411,50.951045953541836
412,45.60882946184262
413,29.532058202534756
414,20.714745485097012
415,20.62402101686581
416,25.25748356512173
417,30.197203599721036
418,33.80011650255307
419,31.992645227223477
420,31.911444627553067
421,29.516018831044278
422,28.306526386052212
423,27.097034417897305
424,26.655943118840298
425,33.54899498155697
426,43.77579494646176
427,49.79117580583676
428,50.906936609059414
429,50.451309167653164
430,51.32146259477719
431,53.2412109010516
